rainfall_mm,rainfall_intensity,river_level_m,river_level_change,soil_moisture,humidity,temperature,elevation_m,historical_flood_count,flood_risk
112.36203565420875,53.81623953671184,9.72385431116733,2.6543120456107796,68.88756893806504,64.97691706103373,30.827626737981536,2322.0558577404254,1,HIGH
285.21429192297484,63.734511775309784,2.5857954315774934,1.101441927277992,17.202931278934297,82.2722740758816,21.09673977027928,1453.810192192007,3,CRITICAL
219.59818254342153,20.03743190339992,13.085918450322223,1.8996410873443375,31.80968303083651,69.38667464594332,23.876364396583504,2371.095838330831,9,CRITICAL
179.59754525911097,49.98992796855991,9.196743586038622,0.7441931918903513,79.63114118313257,35.83118081782575,33.668991307258025,239.05466487197222,1,CRITICAL
46.80559213273096,45.739678651499894,2.3580582533543137,1.5201383101697528,57.581726831093775,42.99061657484888,40.05224118667176,590.9500243509254,7,HIGH
46.798356100860794,66.62643014306168,14.435070862218103,0.36230374968447476,93.51721556083403,45.35297288216434,15.888752033591027,1663.5720639461547,9,CRITICAL
17.42508365045984,72.48696483850084,7.77548195002981,0.2046360791417814,48.58762675072189,48.05049775513914,18.68307183884283,2842.323207763031,6,MODERATE
259.85284373248055,0.9725417181909446,1.093476778074825,1.3129191446780548,88.28311292325307,69.57823743653529,42.2295758544965,242.77838323090535,6,CRITICAL
180.33450352296265,53.92159352470341,9.402493566226008,0.9925186967359214,50.40598937304138,65.27760458777755,28.140471696377816,148.39096414745563,2,CRITICAL
212.42177333881364,4.146863929578322,3.7979836051921536,1.3181454765999243,98.13234508317868,44.221202685494625,12.158472685400042,486.52101128500993,6,CRITICAL
6.175348288740734,43.908693206188474,12.055401778159537,0.14664232514809195,96.3850943258989,34.7288390418981,31.54780555649531,1930.6363240032665,7,MODERATE
290.9729556485983,23.010618323494256,12.26733110349286,0.46783132726798105,39.62230350004723,42.000254313230265,44.63048622157518,1208.9988916773366,4,CRITICAL
249.7327922401265,24.542127961771296,14.684210337819929,-0.6644081574843628,89.73313033751229,98.90669188330223,37.938142578816006,2480.146090664705,0,CRITICAL
63.701733203482846,28.236680276188526,7.528042965367556,-0.7908945109111771,86.28502367940843,62.79828648540306,34.82964546205611,234.3607914144701,0,MODERATE
