rainfall_mm,rainfall_intensity,soil_moisture,slope_angle,elevation_m,temperature,humidity,ground_vibration,historical_landslide_count,landslide_risk
112.36203565420875,53.81623953671184,68.34312586700398,54.814680684161694,2307.3568092924934,24.986809749162138,75.19834679146769,7.725019656847065,1,HIGH
285.21429192297484,63.734511775309784,25.51477258946496,31.52162890916988,326.11236569248143,34.86987090050377,58.169294597988745,4.811443597959755,3,CRITICAL
219.59818254342153,20.03743190339992,88.51551070193334,43.494616310165064,886.0378495153996,27.506671226253324,63.03363769402113,7.889583350103461,9,CRITICAL
179.59754525911097,49.98992796855991,65.18046151623173,26.16289787835527,2719.193745353415,8.332103324471856,80.17073478770155,0.7350827680267524,1,HIGH
46.80559213273096,45.739678651499894,24.148349520125883,37.80207465254629,1873.966195191928,12.423209471342215,91.34142207667557,1.915939679029951,7,HIGH
46.798356100860794,66.62643014306168,96.61042517330861,20.43455624526712,3251.4932631653046,13.773127361236766,49.0553160587843,5.515342496463607,9,HIGH
17.42508365045984,72.48696483850084,56.652891700178856,18.06954118712672,1529.1923587776723,15.314570145793795,53.945375717974954,9.47088324752695,6,MODERATE
259.85284373248055,0.9725417181909446,16.56086066844895,34.69378717017082,3050.8526620580346,27.61613567802017,95.15175774536888,0.7475784672178032,6,CRITICAL
180.33450352296265,53.92159352470341,66.41496139735605,29.88778045103882,1598.8962592999194,25.15863119301574,70.49582546866118,0.4308421615686431,2,HIGH
212.42177333881364,4.146863929578322,32.78790163115292,34.772182148998866,3428.406561521849,13.126401534568357,42.52732719945007,1.5655067492785568,6,HIGH
6.175348288740734,43.908693206188474,82.33241066895722,17.199634877221378,3361.4286158261248,7.702193738227483,76.45865972386679,6.411531288601565,7,MODERATE
290.9729556485983,23.010618323494256,83.60398662095716,22.017469909019717,1185.521634168477,11.857288178988723,99.35335088775658,3.9899291667024714,4,CRITICAL
249.7327922401265,24.542127961771296,98.10526202691956,5.033877637734559,3106.436662937971,44.37525250474413,87.64174951292802,8.255523794176863,0,CRITICAL
63.701733203482846,28.236680276188526,55.16825779220533,3.136582336332343,2974.2592410439897,23.74187799165889,82.2018795585982,0.7193315148136581,0,LOW
54.54749016213019,49.70339592396881,50.94611917549634,15.207427780380975,776.8473707800918,39.6938201880845,44.563265798638845,1.9641408681470107,3,MODERATE
55.02135295603014,26.723997253501537,77.81280449018325,4.454811559832745,2203.8018827022806,38.95009866675373,91.3297849278805,3.000264054648957,1,LOW
91.27267288786132,58.615924047222435,21.92235907077339,6.226482518084442,300.75398878486124,25.46078229851495,66.80521904748825,6.267300866887853,6,MODERATE
157.42692948967135,32.36219084590957,59.222396241381176,48.775704323636226,2936.6519860129424,33.26750833842174,92.25030154503689,6.851726903015472,2,CRITICAL
129.58350559263474,5.468256024796689,59.162284011776585,2.332421821001358,652.183298087063,12.710080416508491,53.08794805974155,1.2420329396377383,3,MODERATE
87.36874205941257,62.70078739872858,18.052581052934848,39.53656763608456,294.31071978088755,32.53586819707633,34.34357368448029,9.438047089917395,8,CRITICAL
183.55586841671385,22.86066596741648,47.61856769562222,16.35346492892403,1430.7558796088986,15.89538317053158,63.31831780618223,3.4104413519020915,1,HIGH
41.84815819561255,34.62135036794101,86.79563187104817,52.29274084248759,2040.38137816877,38.28248387016603,48.88863233725144,7.131687630002831,7,CRITICAL
87.64339456056544,54.835510657752124,87.05382597951943,29.099537074649973,2999.46350703121,8.348965324356396,80.06605028434088,5.242077189476988,0,MODERATE
109.90855298810752,26.59649257189696,18.93138984277129,18.334587559669544,3411.136713049991,35.925546915411104,96.99745869992226,2.227581135471066,2,MODERATE
136.82099526511078,4.52685249173725,18.164879447304777,31.058336141366073,1566.2491683660296,8.997476262744781,78.36819058060948,8.46228323115411,3,HIGH
235.55278841790408,29.913683761025087,33.642592930174175,22.91748114271613,258.54188429918224,40.24756947577236,92.08537507964425,8.182380281919299,5,CRITICAL
59.90213464750792,75.55588661554427,88.72894562985941,33.85806388018981,2634.4487476392537,17.16818072540015,61.71168095208445,3.960718539166901,0,HIGH
154.27033152408347,51.33875178388465,21.601232656614904,6.871972099580894,1999.8477339725841,31.17573459322299,84.01485160367112,5.886075856938554,7,CRITICAL
177.72437065861274,53.71833189337656,74.79971223647016,59.819430168753065,1595.2251397133978,24.500091144811194,89.01304056701923,2.5782569593593974,1,CRITICAL
13.935123815999317,50.58257229101119,19.10490576517929,25.533352661803054,1116.9776318330544,19.65212581049356,79.76129393084797,6.898516287463014,4,HIGH
182.26345557043152,15.919371116754943,66.08240683730429,20.89383838244212,1783.274921060198,30.817673327339858,65.54441002486952,3.090268126204314,5,CRITICAL
51.15723710618746,33.46670912818241,42.04605692072303,42.612590898975895,1218.4446353767567,42.90091922204952,73.81062767307577,8.440787343822349,7,HIGH
19.515477895583857,60.07518386906546,81.00225666692803,21.83396438971995,2661.690943728393,6.650789894984874,79.03548969752163,2.173851042772743,2,HIGH
284.66566117599996,8.109831804252732,31.032140394282724,49.99645830172546,1926.4332528996117,41.754114235324174,47.71590822549988,0.1480342281846414,8,CRITICAL
289.6896099223678,22.22822208717698,67.52816464509638,27.256243461625516,3075.1248208316865,29.363266200840542,86.67054826404893,2.6850804196791844,4,CRITICAL
242.51920443493833,22.10552867726829,31.211428111829644,43.17350479592609,1925.226505540575,37.292572030762095,96.52271772770914,1.910524864594867,7,CRITICAL
91.3841307520112,34.56151420756048,74.22942548009384,6.447192986513192,872.0053260227586,20.354998137371105,62.56675206259552,5.082864397249242,3,MODERATE
29.30163420191516,78.42949927537481,88.6310231104674,50.767151133306704,2986.2669937008986,23.87371899350455,79.07470281769142,2.037032916565763,8,HIGH
205.26990795364708,5.400203734705755,21.412161921408405,44.14307920668659,1972.4057050086515,39.75403007204656,81.59181340532479,7.631898707194948,7,CRITICAL
132.0457481218804,41.496079550447604,87.99361197359532,12.703006707717941,763.6015815952863,21.593918792392923,76.35732832650362,2.4137063800400393,4,CRITICAL
36.61147045343365,14.349174560976836,63.421772897286814,8.717160584747198,2201.1019443489663,26.3863826699634,68.29805758300449,7.069681799126557,2,MODERATE
148.55307303338105,77.65412363277953,21.439944178032157,18.977540923537465,1284.122839051375,5.807796923373316,91.71535682023674,5.78470923013724,0,HIGH
10.316556334565519,9.064280378197136,48.47876698237408,58.56423516191426,2963.199362407627,11.343920233521692,61.42486964882261,9.862498564718843,4,CRITICAL
272.79612062363464,32.288080188927296,24.47742641365881,15.409894474023517,1613.8840983305727,30.667460318991992,34.27720695406225,9.999009770092316,4,CRITICAL
77.63399448000507,59.03079878676849,73.03130999799126,27.367632536798,2556.2226854705877,33.67907604255508,89.11894629985122,8.6952608331733,3,HIGH
198.75668530619458,56.364354242195624,78.29813209761546,1.8012135430401788,379.5999163450182,28.304037471379978,77.17868906215855,7.599833692987511,9,CRITICAL
93.51332282682328,33.818290951514584,19.521686824551907,23.83365177397395,1416.2839947430944,10.732401451024426,89.44810385497526,3.8645641400057373,9,HIGH
156.02040635334325,27.72193343621746,55.55258674251799,34.27920092598617,3442.1829558297754,22.81621714311339,39.6983209711286,7.532767271313036,7,CRITICAL
164.01308380298389,31.808990284229644,83.31625504233254,57.187476750477906,2839.1879986961617,19.203790654527594,32.152705835680145,9.566755370794906,2,CRITICAL
55.45633665765811,21.142101052691142,94.25467373958969,31.004162696403867,601.7957681659038,24.826453761403535,95.40621782677509,0.2337757539544416,9,CRITICAL
290.8753883293676,16.426635096543983,56.2166080067593,49.146439570661265,1008.2859706965301,39.81316138216377,40.3409814095402,5.379147001977388,8,CRITICAL
232.53984700833436,38.6431758047112,95.52513012502664,32.82765855413403,1187.8645405544457,36.034457546346076,86.67566324493163,2.179983043884346,2,CRITICAL
281.8496824692567,21.482700485408586,58.212007341042685,2.447100806131086,2293.7611837092877,8.359580055566358,87.62469595264452,5.5787631586885045,3,CRITICAL
268.44820512829466,22.99693319178001,45.47714451399172,18.900496511386443,2661.6319202393115,40.61236791098257,79.60936403843021,4.664470897588911,5,CRITICAL
179.36999364332553,52.54048507796456,86.3382815697606,34.53297046986619,2635.8668003872885,23.870686045992944,39.188354776500965,5.757685815522844,8,CRITICAL
276.562270506935,77.48298653599137,54.368443941228016,57.03563795586746,1809.0654942570898,34.75448579543993,76.71790371925653,5.509622214187242,9,CRITICAL
26.54775061557585,48.29097604475001,52.471225950807074,51.547821585074,2847.3308555416215,10.601569250574086,92.2360608328806,9.60107039168562,1,CRITICAL
58.79485872574356,6.158357365197302,54.128124046884544,13.701336850730858,1557.919385513289,31.828781028281924,59.787215136061825,5.521861089347361,1,MODERATE
13.56818667316142,6.046689108325358,86.21065016827708,13.20658980114981,477.3879502696886,14.453040704378317,58.94617980650192,8.462320881248672,1,MODERATE
97.5990992289793,76.11385766764528,84.8747387519247,12.070378026834046,1997.3243537056558,22.535235885637263,61.00008167055934,3.1982028680084653,4,HIGH
116.6031869068446,23.78326322458669,46.31679931961901,55.34993377815019,3335.439776873818,5.674514803284176,35.759032347334454,4.381006887910489,5,CRITICAL
81.40470953216877,7.365358886598035,39.99698738834725,51.15996918610324,2785.828097304164,11.06442551721904,92.44178983209814,4.704134760448099,2,CRITICAL
248.6212527455788,47.92356697203053,54.27352216352163,46.493005935176924,2046.5172345382362,8.683219724944792,90.84280047863572,2.7872804333537973,2,CRITICAL
107.02599800807678,49.89190226322129,61.549525876339814,23.564106853453655,2281.479528204384,14.589766917530337,99.85365252532004,3.7979026147795523,1,HIGH
84.28035290621423,51.88038560949505,31.450348956519726,30.262842257926007,3260.438993272726,9.00072360097289,70.96281990488893,5.985130794667752,5,CRITICAL
162.80882494747453,21.392162228603304,81.45595762440315,27.859904687709168,1527.7826408006138,32.676401064782475,82.583414551597,5.801877633045324,0,HIGH
42.27726749242879,1.2088547371580027,53.78344891591806,15.203886453562358,1193.309779352099,6.161596088368775,44.18703344151133,6.364353445734805,8,HIGH
240.6590942262119,77.20122955635775,40.064099357796366,30.301682768926018,3421.483399251549,29.709620024999918,76.72701727569188,3.5181791542014107,9,CRITICAL
22.365193103931247,20.0714436552882,19.613889366759153,1.8297928711652678,3028.8788106106504,10.62831323302297,75.48129941301735,3.1583149515305706,3,LOW
296.06608098015516,54.0821030442038,31.496064436324623,7.90862240984755,1164.5003669341781,42.80645828711587,93.08461150891287,6.1161788275416304,1,CRITICAL
231.67343078899722,56.530389590296764,95.43530545803853,53.195375770136785,1650.0430608951838,42.323762924394174,88.15549059873518,1.3286174842752496,5,CRITICAL
59.61470446025172,48.800593366358854,37.458971813757394,45.1007860218854,1482.0195450769068,14.020124100838505,95.69265238324341,2.5303154353213997,4,HIGH
1.6566351370807197,25.032591537091857,25.19733604303318,25.372104543545223,564.380091416447,29.57685192892118,90.81834308911252,0.4212773695299521,2,LOW
244.63842853645025,21.68770030112526,51.460551248949386,31.029021737032632,3354.4766671557436,6.120212778898337,90.80857264291964,0.7261085259608013,2,HIGH
212.05720315428513,47.81346261621625,37.63789690242238,22.199933157598647,1444.877887708168,42.27154172204696,34.46063286821028,2.433832792606089,4,CRITICAL
218.7021504122962,69.28765068893532,13.164332524407474,44.44679202964035,3069.8853351007824,25.919492327668387,89.21733668871691,0.19529280296919027,3,CRITICAL
231.38110400578373,75.73869831387165,39.08306955514755,47.05123075392478,703.2789854982944,6.72892605671116,72.52348761521827,2.454105920874615,4,CRITICAL
22.21339552022711,8.47246435230061,58.96977615455217,45.797111412189544,1940.1542966984082,18.699999720325494,56.63111162361729,6.54976323062026,1,MODERATE
107.53971856328178,12.386289007817588,59.654113481797026,43.35670349006698,132.66677867873088,8.073978474449369,33.95602370716436,0.6110707846893304,0,HIGH
34.760717857538914,75.57890070264637,42.090302905919984,12.27026032156775,2686.5606692559645,20.717777574934395,77.43716423376327,4.36736677794641,4,MODERATE
258.93102776267807,58.92281826678341,50.25724806273406,20.278198754428725,2054.1529489496606,31.797053686452923,52.97412253763322,9.131087869195495,0,CRITICAL
186.98943804826737,70.63950598638185,96.89661264112898,28.190726099020495,2208.2840629706466,23.795596321657584,62.74433854902243,7.9128482892540095,2,CRITICAL
99.26940745579475,16.210610730827455,43.961362950728045,19.847579485659338,228.43704481355442,20.34888698877818,77.7209905938594,3.054375022948572,7,HIGH
19.067505085807092,47.00686968875215,33.24041319339847,45.29641200949974,778.0822392197231,9.766281821618591,93.82421829169,9.24805479191647,7,CRITICAL
93.29469651469866,56.091167553397895,31.912033966008412,19.76121145499728,306.44150961985156,14.797561827746254,87.7805840923499,3.2964649674772484,8,HIGH
97.55499660802411,54.408950835757814,51.19881514337207,8.29392520712023,1046.7543895231506,9.005731509534044,61.54179903725199,0.7251549633756249,0,LOW
218.88185350141922,32.65213526933585,78.35681338452497,23.942427122898245,2214.664576503421,37.29994926626643,57.14482102124653,9.940559567681134,3,CRITICAL
191.26724140656393,1.2315913353046781,28.538936576962588,58.79486596694282,2003.3416458949446,10.409593119388902,46.78458171908332,8.700225271891718,5,CRITICAL
266.16382277289796,46.63408454434105,73.83665144266912,13.552884776014553,2161.9168845661966,28.81493466195574,56.06987258231778,4.659327833010924,6,CRITICAL
141.66447754858478,20.2481231343687,11.903484101447466,36.72951953659374,1944.9168862537354,18.709616543553835,37.773247110432884,6.663765241924039,4,CRITICAL
35.87827378149051,36.020339691431225,47.703968018555145,25.97838299038238,991.9493450817148,14.03913538620734,97.97738558553282,6.712280778566702,6,MODERATE
213.9734361668985,76.60648120670538,79.82785586825082,4.261474058959598,893.550865838267,30.57873757968415,70.17422107717053,1.9448223073046034,9,CRITICAL
